Season,TeamName,BoxscoreIndex
2020,Campbell,2020-02-01-16-south-carolina-upstate
2020,Campbell,2020-02-06-19-winthrop
2020,Campbell,2020-02-08-16-campbell
2020,Campbell,2020-02-10-19-longwood
2020,Campbell,2020-02-13-19-campbell
2020,Campbell,2020-02-15-16-campbell
2020,Campbell,2020-02-20-19-charleston-southern
2020,Campbell,2020-02-22-17-gardner-webb
2020,Campbell,2020-02-29-16-campbell
2020,Campbell,2020-03-03-19-north-carolina-asheville
2020,Canisius,2019-11-09-16-brown
2020,Canisius,2019-11-13-19-albany-ny
2020,Canisius,2019-11-16-19-canisius
2020,Canisius,2019-11-23-14-canisius
2020,Canisius,2019-11-26-20-illinois-chicago
2020,Canisius,2019-12-01-12-canisius
2020,Canisius,2019-12-02-14-hofstra
2020,Canisius,2019-12-04-19-florida-atlantic
2020,Canisius,2019-12-14-14-canisius
2020,Canisius,2019-12-18-19-buffalo
2020,Canisius,2019-12-23-18-siena
2020,Canisius,2019-12-30-12-pittsburgh
2020,Canisius,2020-01-03-19-canisius
2020,Canisius,2020-01-05-14-canisius
2020,Canisius,2020-01-10-19-monmouth
2020,Canisius,2020-01-12-13-saint-peters
2020,Canisius,2020-01-17-19-canisius
2020,Canisius,2020-01-19-14-canisius
2020,Canisius,2020-01-24-19-iona
2020,Canisius,2020-01-26-14-fairfield
2020,Canisius,2020-01-31-19-canisius
2020,Canisius,2020-02-02-14-canisius
2020,Canisius,2020-02-07-19-rider
2020,Canisius,2020-02-12-19-niagara
2020,Canisius,2020-02-14-19-canisius
2020,Canisius,2020-02-21-19-quinnipiac
2020,Canisius,2020-02-23-14-manhattan
2020,Canisius,2020-02-27-19-canisius
2020,Canisius,2020-02-29-14-canisius
2020,Canisius,2020-03-04-19-marist
2020,Canisius,2020-03-06-19-canisius
2020,Canisius,2020-03-10-19-iona
2020,Central Arkansas,2019-11-05-12-baylor
2020,Central Arkansas,2019-11-07-20-central-arkansas
2020,Central Arkansas,2019-11-09-12-georgetown
2020,Central Arkansas,2019-11-12-19-duke
2020,Central Arkansas,2019-11-17-15-central-arkansas
2020,Central Arkansas,2019-11-22-22-california-baptist
2020,Central Arkansas,2019-11-23-19-prairie-view
2020,Central Arkansas,2019-12-05-20-wichita-state
2020,Central Arkansas,2019-12-07-17-utah
2020,Central Arkansas,2019-12-14-20-pepperdine
2020,Central Arkansas,2019-12-18-13-central-arkansas
2020,Central Arkansas,2019-12-21-14-central-arkansas
2020,Central Arkansas,2019-12-28-14-marquette
2020,Central Arkansas,2020-01-02-20-houston-baptist
2020,Central Arkansas,2020-01-04-16-central-arkansas
2020,Central Arkansas,2020-01-08-20-new-orleans
2020,Central Arkansas,2020-01-11-16-central-arkansas
2020,Central Arkansas,2020-01-15-20-central-arkansas
2020,Central Arkansas,2020-01-18-16-nicholls-state
2020,Central Arkansas,2020-01-25-16-central-arkansas
2020,Central Arkansas,2020-01-29-20-central-arkansas
2020,Central Arkansas,2020-02-01-16-northwestern-state
2020,Central Arkansas,2020-02-05-20-lamar
2020,Central Arkansas,2020-02-08-16-mcneese-state
2020,Central Arkansas,2020-02-12-20-central-arkansas
2020,Central Arkansas,2020-02-15-16-sam-houston-state
2020,Central Arkansas,2020-02-19-19-stephen-f-austin
2020,Central Arkansas,2020-02-22-16-central-arkansas
2020,Central Arkansas,2020-02-29-16-abilene-christian
2020,Central Arkansas,2020-03-04-20-southeastern-louisiana
2020,Central Arkansas,2020-03-07-16-central-arkansas
2020,Central Connecticut State,2019-11-05-19-central-connecticut-state
2020,Central Connecticut State,2019-11-09-16-st-johns-ny
2020,Central Connecticut State,2019-11-14-22-arizona-state
2020,Central Connecticut State,2019-11-16-13-massachusetts
2020,Central Connecticut State,2019-11-19-19-central-connecticut-state
2020,Central Connecticut State,2019-11-23-19-central-connecticut-state
2020,Central Connecticut State,2019-11-24-18-central-connecticut-state
2020,Central Connecticut State,2019-12-01-13-massachusetts-lowell
2020,Central Connecticut State,2019-12-07-13-central-connecticut-state
2020,Central Connecticut State,2019-12-15-13-boston-college
2020,Central Connecticut State,2019-12-18-11-dartmouth
2020,Central Connecticut State,2019-12-20-18-penn-state
2020,Central Connecticut State,2019-12-29-13-central-connecticut-state
2020,Central Connecticut State,2020-01-02-19-central-connecticut-state
2020,Central Connecticut State,2020-01-04-15-central-connecticut-state
2020,Central Connecticut State,2020-01-09-19-long-island-university
2020,Central Connecticut State,2020-01-11-15-central-connecticut-state
2020,Central Connecticut State,2020-01-15-18-sacred-heart
2020,Central Connecticut State,2020-01-18-16-mount-st-marys
2020,Central Connecticut State,2020-01-20-15-fairleigh-dickinson
2020,Central Connecticut State,2020-01-23-19-central-connecticut-state
2020,Central Connecticut State,2020-01-25-15-central-connecticut-state
2020,Central Connecticut State,2020-01-30-19-saint-francis-pa
2020,Central Connecticut State,2020-02-01-13-robert-morris
2020,Central Connecticut State,2020-02-08-16-bryant
2020,Central Connecticut State,2020-02-13-19-central-connecticut-state
2020,Central Connecticut State,2020-02-15-15-central-connecticut-state
2020,Central Connecticut State,2020-02-18-19-central-connecticut-state
2020,Central Connecticut State,2020-02-21-19-wagner
2020,Central Connecticut State,2020-02-27-19-merrimack
2020,Central Connecticut State,2020-02-29-13-central-connecticut-state
2020,Central Florida,2019-11-09-15-central-florida
2020,Central Florida,2019-11-12-21-central-florida
2020,Central Florida,2019-11-17-14-illinois-state
2020,Central Florida,2019-11-23-14-central-florida
2020,Central Florida,2019-11-28-20-pennsylvania
2020,Central Florida,2019-11-29-21-pepperdine
2020,Central Florida,2019-12-01-16-central-florida
2020,Central Florida,2019-12-07-12-central-florida
2020,Central Florida,2019-12-10-20-central-florida
2020,Central Florida,2019-12-15-14-central-florida
2020,Central Florida,2019-12-18-19-central-florida
2020,Central Florida,2019-12-21-14-oklahoma
2020,Central Florida,2019-12-31-14-central-florida
2020,Central Florida,2020-01-03-19-houston
2020,Central Florida,2020-01-08-20-southern-methodist
2020,Central Florida,2020-01-11-12-central-florida
2020,Central Florida,2020-01-14-20-tulane
2020,Central Florida,2020-01-18-18-central-florida
2020,Central Florida,2020-01-25-20-wichita-state
2020,Central Florida,2020-01-29-19-central-florida
2020,Central Florida,2020-02-01-16-south-florida
2020,Central Florida,2020-02-06-19-east-carolina
2020,Central Florida,2020-02-09-14-central-florida
2020,Central Florida,2020-02-13-19-central-florida
2020,Central Florida,2020-02-19-19-cincinnati
2020,Central Florida,2020-02-22-12-central-florida
2020,Central Florida,2020-02-26-19-connecticut
2020,Central Florida,2020-02-29-18-tulsa
2020,Central Florida,2020-03-04-19-central-florida
2020,Central Florida,2020-03-08-14-central-florida
2020,Central Michigan,2019-11-05-19-central-michigan
2020,Central Michigan,2019-11-10-14-central-michigan
2020,Central Michigan,2019-11-16-14-central-michigan
2020,Central Michigan,2019-11-18-19-central-michigan
2020,Central Michigan,2019-11-21-20-minnesota
2020,Central Michigan,2019-11-23-14-central-michigan
2020,Central Michigan,2019-11-26-20-depaul
2020,Central Michigan,2019-11-30-16-central-michigan
2020,Central Michigan,2019-12-06-19-central-michigan
2020,Central Michigan,2019-12-08-14-valparaiso
2020,Central Michigan,2019-12-14-14-texas
2020,Central Michigan,2019-12-17-19-robert-morris
2020,Central Michigan,2019-12-28-12-purdue
2020,Central Michigan,2020-01-04-14-central-michigan
2020,Central Michigan,2020-01-07-19-central-michigan
2020,Central Michigan,2020-01-11-15-kent-state
2020,Central Michigan,2020-01-14-19-toledo
2020,Central Michigan,2020-01-18-14-central-michigan
2020,Central Michigan,2020-01-25-16-central-michigan
2020,Central Michigan,2020-02-01-14-western-michigan
2020,Central Michigan,2020-02-04-19-central-michigan
2020,Central Michigan,2020-02-07-21-buffalo
2020,Central Michigan,2020-02-11-19-central-michigan
2020,Central Michigan,2020-02-14-19-central-michigan
2020,Central Michigan,2020-02-18-19-ohio
2020,Central Michigan,2020-02-22-16-northern-illinois
2020,Central Michigan,2020-02-25-19-central-michigan
2020,Central Michigan,2020-02-27-19-miami-oh
2020,Central Michigan,2020-02-29-12-eastern-michigan
2020,Central Michigan,2020-03-03-19-ball-state
2020,Central Michigan,2020-03-06-19-central-michigan
2020,Central Michigan,2020-03-09-19-ohio
2020,Charleston Southern,2019-11-05-19-charleston-southern
2020,Charleston Southern,2019-11-08-19-north-carolina-at
2020,Charleston Southern,2019-11-12-19-charleston-southern
2020,Charleston Southern,2019-11-16-19-dayton
2020,Charleston Southern,2019-11-18-18-michigan-state
2020,Charleston Southern,2019-11-23-11-charleston-southern
2020,Charleston Southern,2019-11-24-11-charleston-southern
2020,Charleston Southern,2019-12-03-20-missouri
2020,Charleston Southern,2019-12-07-17-charleston-southern
2020,Charleston Southern,2019-12-16-19-james-madison
2020,Charleston Southern,2019-12-21-19-eastern-kentucky
2020,Charleston Southern,2019-12-28-17-charleston-southern
2020,Charleston Southern,2020-01-02-19-charleston-southern
2020,Charleston Southern,2020-01-04-18-hampton
2020,Charleston Southern,2020-01-08-19-charleston-southern
2020,Charleston Southern,2020-01-11-17-charleston-southern
2020,Charleston Southern,2020-01-16-19-campbell
2020,Charleston Southern,2020-01-18-14-high-point
2020,Charleston Southern,2020-01-23-19-charleston-southern
2020,Charleston Southern,2020-01-25-16-gardner-webb
2020,Charleston Southern,2020-01-30-19-charleston-southern
2020,Charleston Southern,2020-02-01-16-radford
2020,Charleston Southern,2020-02-06-19-longwood
2020,Charleston Southern,2020-02-08-17-charleston-southern
2020,Charleston Southern,2020-02-10-18-south-carolina-upstate
2020,Charleston Southern,2020-02-13-19-charleston-southern
2020,Charleston Southern,2020-02-15-16-north-carolina-asheville
2020,Charleston Southern,2020-02-20-19-charleston-southern
2020,Charleston Southern,2020-02-27-19-charleston-southern
2020,Charleston Southern,2020-02-29-16-presbyterian
2020,Charleston Southern,2020-03-03-19-charleston-southern
2020,Charleston Southern,2020-03-05-18-radford
2020,Charlotte,2019-11-06-19-james-madison
2020,Charlotte,2019-11-12-19-charlotte
2020,Charlotte,2019-11-17-18-charlotte
2020,Charlotte,2019-11-21-19-appalachian-state
2020,Charlotte,2019-11-27-14-georgia-state
2020,Charlotte,2019-11-30-16-charlotte
2020,Charlotte,2019-12-03-19-charlotte
2020,Charlotte,2019-12-07-14-north-carolina-wilmington
2020,Charlotte,2019-12-16-19-charlotte
2020,Charlotte,2019-12-19-19-charlotte
2020,Charlotte,2019-12-22-16-east-carolina
2020,Charlotte,2020-01-02-19-charlotte
2020,Charlotte,2020-01-04-16-charlotte
2020,Charlotte,2020-01-11-16-charlotte
2020,Charlotte,2020-01-16-19-marshall
2020,Charlotte,2020-01-18-17-western-kentucky
2020,Charlotte,2020-01-20-16-old-dominion
2020,Charlotte,2020-01-23-19-charlotte
2020,Charlotte,2020-01-25-16-charlotte
2020,Charlotte,2020-01-30-19-louisiana-tech
2020,Charlotte,2020-02-01-15-southern-mississippi
2020,Charlotte,2020-02-06-19-charlotte
2020,Charlotte,2020-02-08-16-charlotte
2020,Charlotte,2020-02-13-20-north-texas
2020,Charlotte,2020-02-15-15-rice
2020,Charlotte,2020-02-22-19-western-kentucky
2020,Charlotte,2020-03-01-14-charlotte
2020,Charlotte,2020-03-04-19-charlotte
2020,Charlotte,2020-03-07-19-louisiana-tech
2020,Chattanooga,2019-11-05-19-eastern-kentucky
2020,Chattanooga,2019-11-09-16-chattanooga
2020,Chattanooga,2019-11-12-19-troy
2020,Chattanooga,2019-11-15-19-chattanooga
2020,Chattanooga,2019-11-20-18-florida-state
2020,Chattanooga,2019-11-25-19-tennessee
2020,Chattanooga,2019-11-29-14-chattanooga
2020,Chattanooga,2019-11-30-13-chattanooga
2020,Chattanooga,2019-12-03-19-western-carolina
2020,Chattanooga,2019-12-08-13-chattanooga
2020,Chattanooga,2019-12-11-20-virginia-tech
2020,Chattanooga,2019-12-15-16-chattanooga
2020,Chattanooga,2019-12-21-14-north-carolina-asheville
2020,Chattanooga,2019-12-29-13-chattanooga
2020,Chattanooga,2020-01-04-16-mercer
2020,Chattanooga,2020-01-08-19-chattanooga
2020,Chattanooga,2020-01-11-14-chattanooga
2020,Chattanooga,2020-01-15-19-chattanooga
2020,Chattanooga,2020-01-18-19-north-carolina-greensboro
2020,Chattanooga,2020-01-22-19-chattanooga
2020,Chattanooga,2020-01-25-16-east-tennessee-state
2020,Chattanooga,2020-01-29-19-samford
2020,Chattanooga,2020-02-01-14-chattanooga
2020,Chattanooga,2020-02-05-19-chattanooga
2020,Chattanooga,2020-02-08-19-wofford
2020,Chattanooga,2020-02-12-19-chattanooga
2020,Chattanooga,2020-02-15-16-furman
2020,Chattanooga,2020-02-19-19-citadel
2020,Chattanooga,2020-02-22-16-chattanooga
2020,Chattanooga,2020-02-26-19-virginia-military-institute
2020,Chattanooga,2020-02-29-16-chattanooga
2020,Chattanooga,2020-03-07-20-north-carolina-greensboro
2020,Chattanooga,2020-03-08-18-chattanooga
2020,Chicago State,2019-11-05-20-chicago-state
2020,Chicago State,2019-11-09-15-chicago-state
2020,Chicago State,2019-11-12-20-eastern-illinois
2020,Chicago State,2019-11-16-14-purdue
2020,Chicago State,2019-11-19-17-chicago-state
2020,Chicago State,2019-11-20-20-chicago-state
2020,Chicago State,2019-11-25-19-florida-state
2020,Chicago State,2019-11-29-12-jacksonville-state
2020,Chicago State,2019-11-30-11-alabama-state
2020,Chicago State,2019-12-04-20-southern-illinois-edwardsville
2020,Chicago State,2019-12-06-13-tennessee-state
2020,Chicago State,2019-12-17-20-chicago-state
2020,Chicago State,2019-12-19-20-chicago-state
2020,Chicago State,2019-12-22-14-indiana-state
2020,Chicago State,2019-12-30-20-missouri
2020,Chicago State,2020-01-02-20-chicago-state
2020,Chicago State,2020-01-04-13-chicago-state
2020,Chicago State,2020-01-09-21-new-mexico-state
2020,Chicago State,2020-01-11-20-texas-pan-american
2020,Chicago State,2020-01-16-20-chicago-state
2020,Chicago State,2020-01-19-13-chicago-state
2020,Chicago State,2020-01-22-22-california-baptist
2020,Chicago State,2020-02-01-13-chicago-state
2020,Chicago State,2020-02-06-20-chicago-state
2020,Chicago State,2020-02-08-13-chicago-state
2020,Chicago State,2020-02-13-22-cal-state-bakersfield
2020,Chicago State,2020-02-15-20-grand-canyon
2020,Chicago State,2020-02-22-13-chicago-state
2020,Chicago State,2020-02-29-20-missouri-kansas-city
2020,Cincinnati,2019-11-06-20-ohio-state
2020,Cincinnati,2019-11-11-19-cincinnati
2020,Cincinnati,2019-11-14-19-cincinnati
2020,Cincinnati,2019-11-22-17-cincinnati
2020,Cincinnati,2019-11-24-19-bowling-green-state
2020,Cincinnati,2019-11-25-17-cincinnati
2020,Cincinnati,2019-11-30-19-cincinnati
2020,Cincinnati,2019-12-03-19-cincinnati
2020,Cincinnati,2019-12-07-17-xavier
2020,Cincinnati,2019-12-14-19-cincinnati
2020,Cincinnati,2019-12-18-19-cincinnati
2020,Cincinnati,2019-12-21-21-iowa
2020,Cincinnati,2020-01-01-19-cincinnati
2020,Cincinnati,2020-01-04-16-tulane
2020,Cincinnati,2020-01-08-19-cincinnati
2020,Cincinnati,2020-01-11-12-central-florida
2020,Cincinnati,2020-01-16-19-memphis
2020,Cincinnati,2020-01-19-18-cincinnati
2020,Cincinnati,2020-01-22-19-temple
2020,Cincinnati,2020-01-28-19-cincinnati
2020,Cincinnati,2020-02-01-18-cincinnati
2020,Cincinnati,2020-02-06-19-wichita-state
2020,Cincinnati,2020-02-09-12-connecticut
2020,Cincinnati,2020-02-13-19-cincinnati
2020,Cincinnati,2020-02-16-12-east-carolina
2020,Cincinnati,2020-02-19-19-cincinnati
2020,Cincinnati,2020-02-23-13-cincinnati
2020,Cincinnati,2020-03-01-13-houston
2020,Cincinnati,2020-03-03-19-south-florida
2020,Cincinnati,2020-03-07-20-cincinnati
2020,The Citadel,2019-11-09-12-citadel
2020,The Citadel,2019-11-12-19-georgia
2020,The Citadel,2019-11-16-13-citadel
2020,The Citadel,2019-11-19-19-southeast-missouri-state
2020,The Citadel,2019-11-20-21-illinois
2020,The Citadel,2019-11-23-19-marist
2020,The Citadel,2019-11-26-19-citadel
2020,The Citadel,2019-12-04-19-citadel
2020,The Citadel,2019-12-07-13-citadel
2020,The Citadel,2019-12-10-19-citadel
2020,The Citadel,2019-12-19-19-longwood
2020,The Citadel,2019-12-22-18-north-carolina-state
2020,The Citadel,2020-01-01-15-samford
2020,The Citadel,2020-01-04-13-citadel
2020,The Citadel,2020-01-11-19-wofford
2020,The Citadel,2020-01-15-19-citadel
2020,The Citadel,2020-01-18-13-virginia-military-institute
2020,The Citadel,2020-01-22-19-chattanooga
2020,The Citadel,2020-01-25-13-citadel
2020,The Citadel,2020-01-29-19-citadel
2020,The Citadel,2020-02-01-16-mercer
2020,The Citadel,2020-02-05-19-north-carolina-greensboro
2020,The Citadel,2020-02-08-13-citadel
2020,The Citadel,2020-02-12-19-east-tennessee-state
2020,The Citadel,2020-02-15-13-citadel
2020,The Citadel,2020-02-19-19-citadel
2020,The Citadel,2020-02-22-19-western-carolina
2020,The Citadel,2020-02-26-19-citadel
2020,The Citadel,2020-02-29-16-furman
2020,The Citadel,2020-03-06-19-wofford
2020,Clemson,2019-11-05-19-clemson
2020,Clemson,2019-11-07-19-clemson
2020,Clemson,2019-11-10-15-clemson
2020,Clemson,2019-11-17-15-clemson
2020,Clemson,2019-11-21-19-clemson
2020,Clemson,2019-11-24-22-clemson
2020,Clemson,2019-11-26-23-clemson
2020,Clemson,2019-12-02-21-minnesota
2020,Clemson,2019-12-08-14-florida-state
2020,Clemson,2019-12-15-17-clemson
2020,Clemson,2019-12-20-21-clemson
2020,Clemson,2019-12-22-16-clemson
2020,Clemson,2019-12-31-16-clemson
2020,Clemson,2020-01-04-12-clemson
2020,Clemson,2020-01-11-16-north-carolina
2020,Clemson,2020-01-14-19-clemson
2020,Clemson,2020-01-18-14-north-carolina-state
2020,Clemson,2020-01-21-20-clemson
2020,Clemson,2020-01-25-14-louisville
2020,Clemson,2020-01-28-19-clemson
2020,Clemson,2020-02-01-20-wake-forest
2020,Clemson,2020-02-05-19-virginia
2020,Clemson,2020-02-09-18-clemson
2020,Clemson,2020-02-12-21-pittsburgh
2020,Clemson,2020-02-15-16-clemson
2020,Clemson,2020-02-22-18-boston-college
2020,Clemson,2020-02-25-21-georgia-tech
2020,Clemson,2020-02-29-14-clemson
2020,Clemson,2020-03-04-19-virginia-tech
2020,Clemson,2020-03-06-19-clemson
2020,Clemson,2020-03-11-12-clemson
2020,Cleveland State,2019-11-05-20-minnesota
2020,Cleveland State,2019-11-09-15-cleveland-state
2020,Cleveland State,2019-11-12-20-missouri-state
2020,Cleveland State,2019-11-15-19-south-carolina
2020,Cleveland State,2019-11-19-19-cleveland-state
2020,Cleveland State,2019-11-22-13-north-carolina-wilmington
2020,Cleveland State,2019-11-23-15-cleveland-state
2020,Cleveland State,2019-11-30-18-cleveland-state
2020,Cleveland State,2019-12-04-19-cleveland-state
2020,Cleveland State,2019-12-07-19-kent-state
2020,Cleveland State,2019-12-15-16-bowling-green-state
2020,Cleveland State,2019-12-18-19-cleveland-state
2020,Cleveland State,2019-12-21-16-east-tennessee-state
2020,Cleveland State,2019-12-28-16-illinois-chicago
2020,Cleveland State,2019-12-30-19-iupui
2020,Cleveland State,2020-01-04-15-cleveland-state
2020,Cleveland State,2020-01-09-19-cleveland-state
2020,Cleveland State,2020-01-11-15-cleveland-state
2020,Cleveland State,2020-01-16-19-wright-state
2020,Cleveland State,2020-01-18-19-northern-kentucky
2020,Cleveland State,2020-01-23-19-cleveland-state
2020,Cleveland State,2020-01-25-15-cleveland-state
2020,Cleveland State,2020-01-30-19-cleveland-state
2020,Cleveland State,2020-02-01-15-cleveland-state
2020,Cleveland State,2020-02-08-18-youngstown-state
2020,Cleveland State,2020-02-13-19-oakland
2020,Cleveland State,2020-02-15-13-detroit-mercy
2020,Cleveland State,2020-02-20-19-cleveland-state
2020,Cleveland State,2020-02-22-15-cleveland-state
2020,Cleveland State,2020-02-27-20-milwaukee
2020,Cleveland State,2020-02-29-20-green-bay
2020,Cleveland State,2020-03-03-19-oakland
2020,Coastal Carolina,2019-11-05-19-coastal-carolina
2020,Coastal Carolina,2019-11-08-19-coastal-carolina
2020,Coastal Carolina,2019-11-12-19-coastal-carolina
2020,Coastal Carolina,2019-11-18-19-coastal-carolina
2020,Coastal Carolina,2019-11-21-19-coastal-carolina
2020,Coastal Carolina,2019-11-22-17-coastal-carolina
2020,Coastal Carolina,2019-11-24-13-coastal-carolina
2020,Coastal Carolina,2019-11-30-18-delaware-state
2020,Coastal Carolina,2019-12-04-19-coastal-carolina
2020,Coastal Carolina,2019-12-07-19-winthrop
2020,Coastal Carolina,2019-12-14-14-coastal-carolina
2020,Coastal Carolina,2019-12-19-19-troy
2020,Coastal Carolina,2019-12-21-16-south-alabama
2020,Coastal Carolina,2020-01-02-19-coastal-carolina
2020,Coastal Carolina,2020-01-04-14-coastal-carolina
2020,Coastal Carolina,2020-01-06-19-coastal-carolina
2020,Coastal Carolina,2020-01-09-20-texas-state
2020,Coastal Carolina,2020-01-11-15-texas-arlington
2020,Coastal Carolina,2020-01-16-19-coastal-carolina
2020,Coastal Carolina,2020-01-18-14-coastal-carolina
2020,Coastal Carolina,2020-01-25-14-coastal-carolina
2020,Coastal Carolina,2020-01-30-19-arkansas-little-rock
2020,Coastal Carolina,2020-02-01-17-arkansas-state
2020,Coastal Carolina,2020-02-06-19-coastal-carolina
2020,Coastal Carolina,2020-02-08-14-coastal-carolina
2020,Coastal Carolina,2020-02-13-19-georgia-southern
2020,Coastal Carolina,2020-02-15-14-georgia-state
2020,Coastal Carolina,2020-02-20-19-coastal-carolina
2020,Coastal Carolina,2020-02-22-14-coastal-carolina
2020,Coastal Carolina,2020-02-29-16-appalachian-state
2020,Coastal Carolina,2020-03-03-20-louisiana-lafayette
2020,Coastal Carolina,2020-03-07-15-texas-arlington
2020,Coastal Carolina,2020-03-09-19-appalachian-state
2020,Colgate,2019-11-06-19-colgate
2020,Colgate,2019-11-10-15-clemson
2020,Colgate,2019-11-13-19-syracuse
2020,Colgate,2019-11-18-20-auburn
2020,Colgate,2019-11-21-19-colgate
2020,Colgate,2019-11-24-17-colgate
2020,Colgate,2019-11-26-20-green-bay
2020,Colgate,2019-11-30-14-colgate
2020,Colgate,2019-12-04-19-binghamton
2020,Colgate,2019-12-08-13-niagara
2020,Colgate,2019-12-11-19-colgate
2020,Colgate,2019-12-14-19-cincinnati
2020,Colgate,2019-12-22-12-colgate
2020,Colgate,2020-01-02-19-colgate
2020,Colgate,2020-01-06-19-army
2020,Colgate,2020-01-08-19-colgate
2020,Colgate,2020-01-11-16-navy
2020,Colgate,2020-01-15-11-lafayette
2020,Colgate,2020-01-18-14-colgate
2020,Colgate,2020-01-20-19-colgate
2020,Colgate,2020-01-25-14-american
2020,Colgate,2020-01-29-19-colgate
2020,Colgate,2020-02-01-14-holy-cross
2020,Colgate,2020-02-05-19-lehigh
2020,Colgate,2020-02-08-14-colgate
2020,Colgate,2020-02-10-19-boston-university
2020,Colgate,2020-02-16-14-loyola-md
2020,Colgate,2020-02-19-19-colgate
2020,Colgate,2020-02-23-14-colgate
2020,Colgate,2020-02-26-19-bucknell
2020,Colgate,2020-02-29-12-colgate
2020,Colgate,2020-03-05-19-colgate
2020,Colgate,2020-03-08-14-colgate
2020,Colgate,2020-03-11-19-colgate
2020,College of Charleston,2019-11-05-19-college-of-charleston
2020,College of Charleston,2019-11-09-14-college-of-charleston
2020,College of Charleston,2019-11-13-21-college-of-charleston
2020,College of Charleston,2019-11-19-19-marshall
2020,College of Charleston,2019-11-23-14-central-florida
2020,College of Charleston,2019-11-28-16-college-of-charleston
2020,College of Charleston,2019-11-29-16-college-of-charleston
2020,College of Charleston,2019-12-01-16-central-florida
2020,College of Charleston,2019-12-08-14-college-of-charleston
2020,College of Charleston,2019-12-14-17-richmond
2020,College of Charleston,2019-12-18-19-college-of-charleston
2020,College of Charleston,2019-12-21-16-college-of-charleston
2020,College of Charleston,2019-12-28-14-drexel
2020,College of Charleston,2019-12-30-19-delaware
2020,College of Charleston,2020-01-02-19-college-of-charleston
2020,College of Charleston,2020-01-04-16-college-of-charleston
2020,College of Charleston,2020-01-09-19-elon
2020,College of Charleston,2020-01-11-14-william-mary
2020,College of Charleston,2020-01-16-19-college-of-charleston
2020,College of Charleston,2020-01-18-16-college-of-charleston
2020,College of Charleston,2020-01-25-16-college-of-charleston
2020,College of Charleston,2020-01-30-18-james-madison
2020,College of Charleston,2020-02-01-14-towson
2020,College of Charleston,2020-02-06-19-college-of-charleston
2020,College of Charleston,2020-02-08-16-college-of-charleston
2020,College of Charleston,2020-02-13-19-hofstra
2020,College of Charleston,2020-02-15-12-northeastern
2020,College of Charleston,2020-02-22-19-north-carolina-wilmington
2020,College of Charleston,2020-02-27-18-college-of-charleston
2020,College of Charleston,2020-02-29-16-college-of-charleston
2020,College of Charleston,2020-03-08-14-college-of-charleston
2020,Colorado State,2019-11-05-21-colorado-state
2020,Colorado State,2019-11-08-19-duke
2020,Colorado State,2019-11-13-21-colorado-state
2020,Colorado State,2019-11-16-22-loyola-marymount
2020,Colorado State,2019-11-20-21-colorado-state
2020,Colorado State,2019-11-25-11-new-mexico-state
2020,Colorado State,2019-11-26-11-loyola-il
2020,Colorado State,2019-11-27-13-washington-state
2020,Colorado State,2019-12-01-16-colorado-state
2020,Colorado State,2019-12-04-21-colorado-state
2020,Colorado State,2019-12-07-21-boise-state
2020,Colorado State,2019-12-10-21-colorado-state
2020,Colorado State,2019-12-13-20-colorado-state
2020,Colorado State,2019-12-21-14-tulsa
2020,Colorado State,2019-12-28-16-colorado-state
2020,Colorado State,2020-01-01-22-nevada
2020,Colorado State,2020-01-04-13-colorado-state
2020,Colorado State,2020-01-11-17-san-jose-state
2020,Colorado State,2020-01-15-21-colorado-state
2020,Colorado State,2020-01-18-16-air-force
2020,Colorado State,2020-01-22-21-colorado-state
2020,Colorado State,2020-01-25-22-utah-state
2020,Colorado State,2020-01-29-21-colorado-state
2020,Colorado State,2020-02-01-16-colorado-state
2020,Colorado State,2020-02-04-21-fresno-state
2020,Colorado State,2020-02-11-21-colorado-state
2020,Colorado State,2020-02-15-16-wyoming
2020,Colorado State,2020-02-18-22-nevada-las-vegas
2020,Colorado State,2020-02-22-16-colorado-state
2020,Colorado State,2020-02-25-23-san-diego-state
2020,Colorado State,2020-02-29-16-colorado-state
2020,Colorado State,2020-03-04-20-colorado-state
2020,Colorado,2019-11-08-22-colorado
2020,Colorado,2019-11-16-22-colorado
2020,Colorado,2019-11-18-21-colorado
2020,Colorado,2019-11-24-20-wyoming
2020,Colorado,2019-11-26-23-clemson
2020,Colorado,2019-11-30-21-colorado
2020,Colorado,2019-12-04-22-colorado
2020,Colorado,2019-12-07-19-kansas
2020,Colorado,2019-12-10-21-colorado
2020,Colorado,2019-12-13-20-colorado-state
2020,Colorado,2019-12-19-20-colorado
2020,Colorado,2019-12-21-18-colorado
2020,Colorado,2019-12-29-14-colorado
2020,Colorado,2020-01-02-21-colorado
2020,Colorado,2020-01-05-18-colorado
2020,Colorado,2020-01-12-18-colorado
2020,Colorado,2020-01-16-21-arizona-state
2020,Colorado,2020-01-18-14-arizona
2020,Colorado,2020-01-23-22-colorado
2020,Colorado,2020-01-25-21-colorado
2020,Colorado,2020-01-30-23-ucla
2020,Colorado,2020-02-01-22-southern-california
2020,Colorado,2020-02-06-20-colorado
2020,Colorado,2020-02-08-18-colorado
2020,Colorado,2020-02-13-21-oregon
2020,Colorado,2020-02-15-22-oregon-state
2020,Colorado,2020-02-20-21-colorado
2020,Colorado,2020-02-22-16-colorado
2020,Colorado,2020-02-27-21-california
2020,Colorado,2020-03-01-18-stanford
